symbol;ticker_pesos;moneda;securityType;sufijo;clase_liquidacion;segmento;cotiza;panel;codigoIsin;tipoEspecie;insType;emisor
C27DY;C27D;MEP;GO;Y;especial;;False;Titulos Publicos;USP79171AF45;Títulos Públicos;BOND;Provincia de Córdoba
C27DZ;C27D;cable;GO;Z;especial;;False;Titulos Publicos;USP79171AF45;Títulos Públicos;BOND;Provincia de Córdoba
C2D7X;C2D7;ARS;GO;X;especial;;False;Titulos Publicos;AR0569903542;Títulos Públicos;BOND;Provincia de Córdoba
C3D7X;C3D7;ARS;GO;X;especial;;False;Titulos Publicos;AR0545352251;Títulos Públicos;BOND;Provincia de Córdoba
CARP;CARP;ARS;GO;P;primary;;True;Titulos Publicos;;;;
CCO24;CCO24;cable;GO;4;otro;;False;Titulos Publicos;USP79171AE79;Títulos Públicos;BOND;Provincia de Córdoba
CCO26;CCO26;cable;GO;6;otro;;False;Titulos Publicos;ARPCDB320099;Títulos Públicos;BOND;Provincia de Córdoba
CEDI;CEDI;ARS;GO;I;primary;;True;Titulos Publicos;;;;
CH24D;CH24D;ARS;GO;D;primary;;True;Titulos Publicos;USP2389CAA10;Títulos Públicos;BOND;Provincia del Chaco
CI02Q;CI02Q;ARS;GO;Q;primary;;True;Titulos Publicos;;;;
CO24D;CO24D;ARS;GO;D;primary;;True;Titulos Publicos;USP79171AE79;Títulos Públicos;BOND;Provincia de Córdoba
CO26;CO26;ARS;GO;6;primary;;True;Titulos Publicos;ARPCDB320099;Títulos Públicos;BOND;Provincia de Córdoba
CO26D;CO26;MEP;GO;D;primary;;True;Titulos Publicos;ARPCDB320099;Títulos Públicos;BOND;Provincia de Córdoba
CO26X;CO26;ARS;GO;X;especial;;False;Titulos Publicos;ARPCDB320099;Títulos Públicos;BOND;Provincia de Córdoba
CO26Y;CO26;MEP;GO;Y;especial;;False;Titulos Publicos;ARPCDB320099;Títulos Públicos;BOND;Provincia de Córdoba
CO26Z;CO26;cable;GO;Z;especial;;False;Titulos Publicos;ARPCDB320099;Títulos Públicos;BOND;Provincia de Córdoba
CO27D;CO27D;ARS;GO;D;primary;;True;Titulos Publicos;USP79171AF45;Títulos Públicos;BOND;Provincia de Córdoba
CO2D7;CO2D7;ARS;GO;7;primary;;True;Titulos Publicos;AR0569903542;Títulos Públicos;BOND;Provincia de Córdoba
CO32;CO32;ARS;GO;2;primary;;True;Titulos Publicos;USP79171AG28;Títulos Públicos;BOND;Provincia de Córdoba
CO32C;CO32;cable;GO;C;primary;;True;Titulos Publicos;USP79171AG28;Títulos Públicos;BOND;Provincia de Córdoba
CO32D;CO32;MEP;GO;D;primary;;True;Titulos Publicos;USP79171AG28;Títulos Públicos;BOND;Provincia de Córdoba
CO35;CO35;ARS;GO;5;primary;;True;Titulos Publicos;USP79171AH01;Títulos Públicos;BOND;Provincia de Córdoba
CO35C;CO35;cable;GO;C;primary;;True;Titulos Publicos;USP79171AH01;Títulos Públicos;BOND;Provincia de Córdoba
CO35D;CO35;MEP;GO;D;primary;;True;Titulos Publicos;USP79171AH01;Títulos Públicos;BOND;Provincia de Córdoba
CO35X;CO35;ARS;GO;X;especial;;False;Titulos Publicos;USP79171AH01;Títulos Públicos;BOND;Provincia de Córdoba
CO35Y;CO35;MEP;GO;Y;especial;;False;Titulos Publicos;USP79171AH01;Títulos Públicos;BOND;Provincia de Córdoba
CO35Z;CO35;cable;GO;Z;especial;;False;Titulos Publicos;USP79171AH01;Títulos Públicos;BOND;Provincia de Córdoba
CO3D7;CO3D7;ARS;GO;7;primary;;True;Titulos Publicos;AR0545352251;Títulos Públicos;BOND;Provincia de Córdoba
COD7;COD7;ARS;GO;7;primary;;True;Titulos Publicos;AR0465108931;Títulos Públicos;BOND;Provincia de Córdoba
COD7X;COD7;ARS;GO;X;especial;;False;Titulos Publicos;AR0465108931;Títulos Públicos;BOND;Provincia de Córdoba
COY27;COY27;ARS;GO;7;primary;;True;Titulos Publicos;AR0401732018;Títulos Públicos;BOND;Provincia de Córdoba
CUAP;CUAP;ARS;GO;P;primary;;True;Titulos Publicos;ARARGE03E139;Títulos Públicos;BOND;Gobierno Nacional
CUAPC;CUAP;cable;GO;C;primary;;True;Titulos Publicos;ARARGE03E139;Títulos Públicos;BOND;Gobierno Nacional
CUAPD;CUAP;MEP;GO;D;primary;;True;Titulos Publicos;ARARGE03E139;Títulos Públicos;BOND;Gobierno Nacional
CUAPX;CUAP;ARS;GO;X;especial;;False;Titulos Publicos;ARARGE03E139;Títulos Públicos;BOND;Gobierno Nacional
CUAPY;CUAP;MEP;GO;Y;especial;;False;Titulos Publicos;ARARGE03E139;Títulos Públicos;BOND;Gobierno Nacional
CUAPZ;CUAP;cable;GO;Z;especial;;False;Titulos Publicos;ARARGE03E139;Títulos Públicos;BOND;Gobierno Nacional
CY27X;CY27;ARS;GO;X;especial;;False;Titulos Publicos;AR0401732018;Títulos Públicos;BOND;Provincia de Córdoba
DB01Q;DB01Q;ARS;GO;Q;primary;;True;Titulos Publicos;;;;
DB1QD;DB1Q;MEP;GO;D;primary;;True;Titulos Publicos;;;;
DCO24;DCO24;MEP;GO;4;otro;;False;Titulos Publicos;USP79171AE79;Títulos Públicos;BOND;Provincia de Córdoba
DICP;DICP;ARS;GO;P;primary;;True;Titulos Publicos;ARARGE03E121;Títulos Públicos;BOND;Gobierno Nacional
DICPC;DICP;cable;GO;C;primary;;True;Titulos Publicos;ARARGE03E121;Títulos Públicos;BOND;Gobierno Nacional
DICPD;DICP;MEP;GO;D;primary;;True;Titulos Publicos;ARARGE03E121;Títulos Públicos;BOND;Gobierno Nacional
DICPX;DICP;ARS;GO;X;especial;;False;Titulos Publicos;ARARGE03E121;Títulos Públicos;BOND;Gobierno Nacional
DICPY;DICP;MEP;GO;Y;especial;;False;Titulos Publicos;ARARGE03E121;Títulos Públicos;BOND;Gobierno Nacional
DICPZ;DICP;cable;GO;Z;especial;;False;Titulos Publicos;ARARGE03E121;Títulos Públicos;BOND;Gobierno Nacional
DIP0;DIP0;ARS;GO;0;primary;;True;Titulos Publicos;ARARGE03G696;Títulos Públicos;BOND;Gobierno Nacional
DIP0C;DIP0;cable;GO;C;primary;;True;Titulos Publicos;ARARGE03G696;Títulos Públicos;BOND;Gobierno Nacional
DIP0D;DIP0;MEP;GO;D;primary;;True;Titulos Publicos;ARARGE03G696;Títulos Públicos;BOND;Gobierno Nacional
DL01A;DL01A;ARS;GO;A;primary;;True;Titulos Publicos;;;;
DL01Q;DL01Q;ARS;GO;Q;primary;;True;Titulos Publicos;;;;
EF25C;EF25;cable;GO;C;primary;;True;Titulos Publicos;USP37341AA50;Títulos Públicos;BOND;Provincia de Entre Ríos
EF25D;EF25;MEP;GO;D;primary;;True;Titulos Publicos;USP37341AA50;Títulos Públicos;BOND;Provincia de Entre Ríos
EG01Q;EG01Q;ARS;GO;Q;primary;;True;Titulos Publicos;;;;
EM33C;ERM33;cable;GO;C;primary;;True;Titulos Publicos;USP37341AC17;Títulos Públicos;BOND;Provincia de Entre Ríos
EM33D;ERM33;MEP;GO;D;primary;;True;Titulos Publicos;USP37341AC17;Títulos Públicos;BOND;Provincia de Entre Ríos
ERF25;ERF25;ARS;GO;5;primary;;True;Titulos Publicos;USP37341AA50;Títulos Públicos;BOND;Provincia de Entre Ríos
ERM33;ERM33;ARS;GO;3;primary;;True;Titulos Publicos;USP37341AC17;Títulos Públicos;BOND;Provincia de Entre Ríos
GA01A;GA01A;ARS;GO;A;primary;;True;Titulos Publicos;;;;
GA1AC;GA1A;cable;GO;C;primary;;True;Titulos Publicos;;;;
GD29;GD29;ARS;GO;9;primary;;True;Titulos Publicos;US040114HX11;Títulos Públicos;BOND;Gobierno Nacional
GD29C;GD29;cable;GO;C;primary;;True;Titulos Publicos;US040114HX11;Títulos Públicos;BOND;Gobierno Nacional
GD29D;GD29;MEP;GO;D;primary;;True;Titulos Publicos;US040114HX11;Títulos Públicos;BOND;Gobierno Nacional
GD29X;GD29;ARS;GO;X;especial;;False;Titulos Publicos;US040114HX11;Títulos Públicos;BOND;Gobierno Nacional
GD29Y;GD29;MEP;GO;Y;especial;;False;Titulos Publicos;US040114HX11;Títulos Públicos;BOND;Gobierno Nacional
GD29Z;GD29;cable;GO;Z;especial;;False;Titulos Publicos;US040114HX11;Títulos Públicos;BOND;Gobierno Nacional
GD30;GD30;ARS;GO;0;primary;;True;Titulos Publicos;US040114HS26;Títulos Públicos;BOND;Gobierno Nacional
GD30C;GD30;cable;GO;C;primary;;True;Titulos Publicos;US040114HS26;Títulos Públicos;BOND;Gobierno Nacional
GD30D;GD30;MEP;GO;D;primary;;True;Titulos Publicos;US040114HS26;Títulos Públicos;BOND;Gobierno Nacional
GD30X;GD30;ARS;GO;X;especial;;False;Titulos Publicos;US040114HS26;Títulos Públicos;BOND;Gobierno Nacional
GD30Y;GD30;MEP;GO;Y;especial;;False;Titulos Publicos;US040114HS26;Títulos Públicos;BOND;Gobierno Nacional
GD30Z;GD30;cable;GO;Z;especial;;False;Titulos Publicos;US040114HS26;Títulos Públicos;BOND;Gobierno Nacional
GD35;GD35;ARS;GO;5;primary;;True;Titulos Publicos;US040114HT09;Títulos Públicos;BOND;Gobierno Nacional
GD35C;GD35;cable;GO;C;primary;;True;Titulos Publicos;US040114HT09;Títulos Públicos;BOND;Gobierno Nacional
GD35D;GD35;MEP;GO;D;primary;;True;Titulos Publicos;US040114HT09;Títulos Públicos;BOND;Gobierno Nacional
GD35X;GD35;ARS;GO;X;especial;;False;Titulos Publicos;US040114HT09;Títulos Públicos;BOND;Gobierno Nacional
GD35Y;GD35;MEP;GO;Y;especial;;False;Titulos Publicos;US040114HT09;Títulos Públicos;BOND;Gobierno Nacional
GD35Z;GD35;cable;GO;Z;especial;;False;Titulos Publicos;US040114HT09;Títulos Públicos;BOND;Gobierno Nacional
GD38;GD38;ARS;GO;8;primary;;True;Titulos Publicos;US040114HU71;Títulos Públicos;BOND;Gobierno Nacional
GD38C;GD38;cable;GO;C;primary;;True;Titulos Publicos;US040114HU71;Títulos Públicos;BOND;Gobierno Nacional
GD38D;GD38;MEP;GO;D;primary;;True;Titulos Publicos;US040114HU71;Títulos Públicos;BOND;Gobierno Nacional
GD38X;GD38;ARS;GO;X;especial;;False;Titulos Publicos;US040114HU71;Títulos Públicos;BOND;Gobierno Nacional
GD38Y;GD38;MEP;GO;Y;especial;;False;Titulos Publicos;US040114HU71;Títulos Públicos;BOND;Gobierno Nacional
GD38Z;GD38;cable;GO;Z;especial;;False;Titulos Publicos;US040114HU71;Títulos Públicos;BOND;Gobierno Nacional
GD41;GD41;ARS;GO;1;primary;;True;Titulos Publicos;US040114HV54;Títulos Públicos;BOND;Gobierno Nacional
GD41C;GD41;cable;GO;C;primary;;True;Titulos Publicos;US040114HV54;Títulos Públicos;BOND;Gobierno Nacional
GD41D;GD41;MEP;GO;D;primary;;True;Titulos Publicos;US040114HV54;Títulos Públicos;BOND;Gobierno Nacional
GD41X;GD41;ARS;GO;X;especial;;False;Titulos Publicos;US040114HV54;Títulos Públicos;BOND;Gobierno Nacional
GD41Y;GD41;MEP;GO;Y;especial;;False;Titulos Publicos;US040114HV54;Títulos Públicos;BOND;Gobierno Nacional
GD41Z;GD41;cable;GO;Z;especial;;False;Titulos Publicos;US040114HV54;Títulos Públicos;BOND;Gobierno Nacional
GD46;GD46;ARS;GO;6;primary;;True;Titulos Publicos;US040114HW38;Títulos Públicos;BOND;Gobierno Nacional
GD46C;GD46;cable;GO;C;primary;;True;Titulos Publicos;US040114HW38;Títulos Públicos;BOND;Gobierno Nacional
GD46D;GD46;MEP;GO;D;primary;;True;Titulos Publicos;US040114HW38;Títulos Públicos;BOND;Gobierno Nacional
GD46X;GD46;ARS;GO;X;especial;;False;Titulos Publicos;US040114HW38;Títulos Públicos;BOND;Gobierno Nacional
GD46Y;GD46;MEP;GO;Y;especial;;False;Titulos Publicos;US040114HW38;Títulos Públicos;BOND;Gobierno Nacional
GD46Z;GD46;cable;GO;Z;especial;;False;Titulos Publicos;US040114HW38;Títulos Públicos;BOND;Gobierno Nacional
GE29;GE29;ARS;GO;9;primary;;True;Titulos Publicos;XS2200244072;Títulos Públicos;BOND;Gobierno Nacional
GE29C;GE29;cable;GO;C;primary;;True;Titulos Publicos;XS2200244072;Títulos Públicos;BOND;Gobierno Nacional
GE38D;GE38;MEP;GO;D;primary;;True;Titulos Publicos;XS2177365017;Títulos Públicos;BOND;Gobierno Nacional
GE41C;GE41;cable;GO;C;primary;;True;Titulos Publicos;XS2177365363;Títulos Públicos;BOND;Gobierno Nacional
IB1QD;IB1Q;MEP;GO;D;primary;;True;Titulos Publicos;;;;
IE1QD;IE1Q;MEP;GO;D;primary;;True;Titulos Publicos;;;;
IP01A;IP01A;ARS;GO;A;primary;;True;Titulos Publicos;;;;
IV02Q;IV02Q;ARS;GO;Q;primary;;True;Titulos Publicos;;;;
JUS22;JUS22;ARS;GO;2;primary;;True;Titulos Publicos;XS1686882298;Títulos Públicos;BOND;Provincia de Jujuy
JUS2D;JUS22;MEP;GO;D;primary;;True;Titulos Publicos;XS1686882298;Títulos Públicos;BOND;Provincia de Jujuy
LK01Q;LK01Q;ARS;GO;Q;primary;;True;Titulos Publicos;;;;
LK1QD;LK1Q;MEP;GO;D;primary;;True;Titulos Publicos;;;;
MY41C;MY41C;ARS;GO;C;primary;;True;Titulos Publicos;;;;
MY42C;MY42C;ARS;GO;C;primary;;True;Titulos Publicos;;;;
MY49A;MY49A;ARS;GO;A;primary;;True;Titulos Publicos;;;;
NDT11;NDT11;ARS;GO;1;primary;;True;Titulos Publicos;USP71695AC75;Títulos Públicos;BOND;Provincia del Neuquén
NDT1C;NDT11;cable;GO;C;primary;;True;Titulos Publicos;USP71695AC75;Títulos Públicos;BOND;Provincia del Neuquén
NDT1D;NDT11;MEP;GO;D;primary;;True;Titulos Publicos;USP71695AC75;Títulos Públicos;BOND;Provincia del Neuquén
NDT25;NDT25;ARS;GO;5;primary;;True;Titulos Publicos;USP7169GAA78;Títulos Públicos;BOND;Provincia del Neuquén
NDT5C;NDT25;cable;GO;C;primary;;True;Titulos Publicos;USP7169GAA78;Títulos Públicos;BOND;Provincia del Neuquén
NDT5D;NDT25;MEP;GO;D;primary;;True;Titulos Publicos;USP7169GAA78;Títulos Públicos;BOND;Provincia del Neuquén
NDT5X;NDT25;ARS;GO;X;especial;;False;Titulos Publicos;USP7169GAA78;Títulos Públicos;BOND;Provincia del Neuquén
NDT5Y;NDT25;MEP;GO;Y;especial;;False;Titulos Publicos;USP7169GAA78;Títulos Públicos;BOND;Provincia del Neuquén
NDT5Z;NDT25;cable;GO;Z;especial;;False;Titulos Publicos;USP7169GAA78;Títulos Públicos;BOND;Provincia del Neuquén
NZC1O;NZC1O;ARS;GO;O;primary;;True;Titulos Publicos;;;;
NZC2D;NZC2;MEP;GO;D;primary;;True;Titulos Publicos;;;;
NZC3O;NZC3O;ARS;GO;O;primary;;True;Titulos Publicos;;;;
OC01Q;OC01Q;ARS;GO;Q;primary;;True;Titulos Publicos;;;;
PAE0;PAE0;ARS;GO;0;primary;;True;Titulos Publicos;XS0501195993;Títulos Públicos;BOND;Gobierno Nacional
PAP0;PAP0;ARS;GO;0;primary;;True;Titulos Publicos;ARARGE03G712;Títulos Públicos;BOND;Gobierno Nacional
PARP;PARP;ARS;GO;P;primary;;True;Titulos Publicos;ARARGE03E105;Títulos Públicos;BOND;Gobierno Nacional
PARPC;PARP;cable;GO;C;primary;;True;Titulos Publicos;ARARGE03E105;Títulos Públicos;BOND;Gobierno Nacional
PARPD;PARP;MEP;GO;D;primary;;True;Titulos Publicos;ARARGE03E105;Títulos Públicos;BOND;Gobierno Nacional
PARPX;PARP;ARS;GO;X;especial;;False;Titulos Publicos;ARARGE03E105;Títulos Públicos;BOND;Gobierno Nacional
PARPY;PARP;MEP;GO;Y;especial;;False;Titulos Publicos;ARARGE03E105;Títulos Públicos;BOND;Gobierno Nacional
PARPZ;PARP;cable;GO;Z;especial;;False;Titulos Publicos;ARARGE03E105;Títulos Públicos;BOND;Gobierno Nacional
PAY0;PAY0;ARS;GO;0;primary;;True;Titulos Publicos;XS0501195647;Títulos Públicos;BOND;Gobierno Nacional
PAY0C;PAY0;cable;GO;C;primary;;True;Titulos Publicos;XS0501195647;Títulos Públicos;BOND;Gobierno Nacional
PAY0D;PAY0;MEP;GO;D;primary;;True;Titulos Publicos;XS0501195647;Títulos Públicos;BOND;Gobierno Nacional
PBA27;PBA27;ARS;GO;7;primary;;True;Titulos Publicos;AR0647160248;Títulos Públicos;BOND;Provincia de Buenos Aires
PBG26;PBG26;ARS;GO;6;primary;;True;Titulos Publicos;AR0666157927;Títulos Públicos;BOND;Provincia de Buenos Aires
PBM7X;PBM7;ARS;GO;X;especial;;False;Titulos Publicos;AR0728973071;Títulos Públicos;BOND;Provincia de Buenos Aires
PM29C;PMM29;cable;GO;C;primary;;True;Titulos Publicos;USP6480JAH07;Títulos Públicos;BOND;Provincia de Mendoza
PM29D;PMM29;MEP;GO;D;primary;;True;Titulos Publicos;USP6480JAH07;Títulos Públicos;BOND;Provincia de Mendoza
PM29X;PMM29;ARS;GO;X;especial;;False;Titulos Publicos;USP6480JAH07;Títulos Públicos;BOND;Provincia de Mendoza
PM29Y;PMM29;MEP;GO;Y;especial;;False;Titulos Publicos;USP6480JAH07;Títulos Públicos;BOND;Provincia de Mendoza
PM29Z;PMM29;cable;GO;Z;especial;;False;Titulos Publicos;USP6480JAH07;Títulos Públicos;BOND;Provincia de Mendoza
PMA28;PMA28;ARS;GO;8;primary;;True;Titulos Publicos;AR0289288976;Títulos Públicos;BOND;Provincia de Mendoza
PMA8X;PMA28;ARS;GO;X;especial;;False;Titulos Publicos;AR0289288976;Títulos Públicos;BOND;Provincia de Mendoza
PMA8Y;PMA28;MEP;GO;Y;especial;;False;Titulos Publicos;AR0289288976;Títulos Públicos;BOND;Provincia de Mendoza
PMA8Z;PMA28;cable;GO;Z;especial;;False;Titulos Publicos;AR0289288976;Títulos Públicos;BOND;Provincia de Mendoza
PMD26;PMD26;ARS;GO;6;primary;;True;Titulos Publicos;AR0769321784;Títulos Públicos;BOND;Provincia de Mendoza
PMD6X;PMD26;ARS;GO;X;especial;;False;Titulos Publicos;AR0769321784;Títulos Públicos;BOND;Provincia de Mendoza
PMJ6X;PMJ6;ARS;GO;X;especial;;False;Titulos Publicos;AR0353241208;Títulos Públicos;BOND;Provincia de Mendoza
PMM29;PMM29;ARS;GO;9;primary;;True;Titulos Publicos;USP6480JAH07;Títulos Públicos;BOND;Provincia de Mendoza
PMM7X;PMM7;ARS;GO;X;especial;;False;Titulos Publicos;AR0970492929;Títulos Públicos;BOND;Provincia de Mendoza
PR17;PR17;ARS;GO;7;primary;;True;Titulos Publicos;ARARGE320CT6;Títulos Públicos;BOND;Gobierno Nacional
PR17D;PR17;MEP;GO;D;primary;;True;Titulos Publicos;ARARGE320CT6;Títulos Públicos;BOND;Gobierno Nacional
PR17X;PR17;ARS;GO;X;especial;;False;Titulos Publicos;ARARGE320CT6;Títulos Públicos;BOND;Gobierno Nacional
PR17Y;PR17;MEP;GO;Y;especial;;False;Titulos Publicos;ARARGE320CT6;Títulos Públicos;BOND;Gobierno Nacional
PR17Z;PR17;cable;GO;Z;especial;;False;Titulos Publicos;ARARGE320CT6;Títulos Públicos;BOND;Gobierno Nacional
PU26C;PU26;cable;GO;C;primary;;True;Titulos Publicos;USP25619AB67;Títulos Públicos;BOND;Provincia del Chubut
PU26D;PU26;MEP;GO;D;primary;;True;Titulos Publicos;USP25619AB67;Títulos Públicos;BOND;Provincia del Chubut
PU26X;PU26;ARS;GO;X;especial;;False;Titulos Publicos;USP25619AB67;Títulos Públicos;BOND;Provincia del Chubut
PUA36;PUA36;ARS;GO;6;primary;;True;Titulos Publicos;USP25619AC41;Títulos Públicos;BOND;Provincia del Chubut
PUA6C;PUA36;cable;GO;C;primary;;True;Titulos Publicos;USP25619AC41;Títulos Públicos;BOND;Provincia del Chubut
PUA6D;PUA36;MEP;GO;D;primary;;True;Titulos Publicos;USP25619AC41;Títulos Públicos;BOND;Provincia del Chubut
PUA6X;PUA36;ARS;GO;X;especial;;False;Titulos Publicos;USP25619AC41;Títulos Públicos;BOND;Provincia del Chubut
PUA6Z;PUA36;cable;GO;Z;especial;;False;Titulos Publicos;USP25619AC41;Títulos Públicos;BOND;Provincia del Chubut
PV1QC;PV1Q;cable;GO;C;primary;;True;Titulos Publicos;;;;
PV1QD;PV1Q;MEP;GO;D;primary;;True;Titulos Publicos;;;;
PVC3O;PVC3O;ARS;GO;O;primary;;True;Titulos Publicos;;;;
PVC4O;PVC4O;ARS;GO;O;primary;;True;Titulos Publicos;;;;
PVC6O;PVC6O;ARS;GO;O;primary;;True;Titulos Publicos;;;;
PVR1Q;PVR1Q;ARS;GO;Q;primary;;True;Titulos Publicos;;;;
RM71Q;RM71Q;ARS;GO;Q;primary;;True;Titulos Publicos;;;;
RM72Q;RM72Q;ARS;GO;Q;primary;;True;Titulos Publicos;;;;
S24DC;SA24D;cable;GO;C;primary;;True;Titulos Publicos;USP8388TAB00;Títulos Públicos;BOND;Provincia de Salta
S24DD;SA24D;MEP;GO;D;primary;;True;Titulos Publicos;USP8388TAB00;Títulos Públicos;BOND;Provincia de Salta
S24DX;SA24D;ARS;GO;X;especial;;False;Titulos Publicos;USP8388TAB00;Títulos Públicos;BOND;Provincia de Salta
SA24D;SA24D;ARS;GO;D;primary;;True;Titulos Publicos;USP8388TAB00;Títulos Públicos;BOND;Provincia de Salta
SFD34;SFD34;ARS;GO;4;primary;;True;Titulos Publicos;USP84641AD49;Títulos Públicos;BOND;Provincia de Santa Fe
SFD4C;SFD34;cable;GO;C;primary;;True;Titulos Publicos;USP84641AD49;Títulos Públicos;BOND;Provincia de Santa Fe
SFD4D;SFD34;MEP;GO;D;primary;;True;Titulos Publicos;USP84641AD49;Títulos Públicos;BOND;Provincia de Santa Fe
SFD4X;SFD34;ARS;GO;X;especial;;False;Titulos Publicos;USP84641AD49;Títulos Públicos;BOND;Provincia de Santa Fe
SFD4Y;SFD34;MEP;GO;Y;especial;;False;Titulos Publicos;USP84641AD49;Títulos Públicos;BOND;Provincia de Santa Fe
SFD4Z;SFD34;cable;GO;Z;especial;;False;Titulos Publicos;USP84641AD49;Títulos Públicos;BOND;Provincia de Santa Fe
SFN7X;SFN7;ARS;GO;X;especial;;False;Titulos Publicos;AR0810026069;Títulos Públicos;BOND;Provincia de Santa Fe
T15E7;T15E7;ARS;GO;7;primary;;True;Titulos Publicos;AR0350916307;Títulos Públicos;BOND;Gobierno Nacional
T30A7;T30A7;ARS;GO;7;primary;;True;Titulos Publicos;AR0224546884;Títulos Públicos;BOND;Gobierno Nacional
T30J6;T30J6;ARS;GO;6;primary;;True;Titulos Publicos;AR0071678673;Títulos Públicos;BOND;Gobierno Nacional
T30J7;T30J7;ARS;GO;7;primary;;True;Titulos Publicos;AR0987861058;Títulos Públicos;BOND;Gobierno Nacional
T31Y7;T31Y7;ARS;GO;7;primary;;True;Titulos Publicos;AR0571277315;Títulos Públicos;BOND;Gobierno Nacional
TA7C;T30A7;cable;GO;C;primary;;True;Titulos Publicos;AR0224546884;Títulos Públicos;BOND;Gobierno Nacional
TA7D;T30A7;MEP;GO;D;primary;;True;Titulos Publicos;AR0224546884;Títulos Públicos;BOND;Gobierno Nacional
TA7X;T30A7;ARS;GO;X;especial;;False;Titulos Publicos;AR0224546884;Títulos Públicos;BOND;Gobierno Nacional
TA7Y;T30A7;MEP;GO;Y;especial;;False;Titulos Publicos;AR0224546884;Títulos Públicos;BOND;Gobierno Nacional
TA7Z;T30A7;cable;GO;Z;especial;;False;Titulos Publicos;AR0224546884;Títulos Públicos;BOND;Gobierno Nacional
TB27;TB27;ARS;GO;7;primary;;True;Titulos Publicos;ARARGE320D33;Títulos Públicos;BOND;Gobierno Nacional
TE7D;T15E7;MEP;GO;D;primary;;True;Titulos Publicos;AR0350916307;Títulos Públicos;BOND;Gobierno Nacional
TE7X;T15E7;ARS;GO;X;especial;;False;Titulos Publicos;AR0350916307;Títulos Públicos;BOND;Gobierno Nacional
TE7Y;T15E7;MEP;GO;Y;especial;;False;Titulos Publicos;AR0350916307;Títulos Públicos;BOND;Gobierno Nacional
TE7Z;T15E7;cable;GO;Z;especial;;False;Titulos Publicos;AR0350916307;Títulos Públicos;BOND;Gobierno Nacional
TFU27;TFU27;ARS;GO;7;primary;;True;Titulos Publicos;USP91528AA03;Títulos Públicos;BOND;Provincia de Tierra del Fuego, Antártida e Islas del Atlántico Sur
TJ6D;T30J6;MEP;GO;D;primary;;True;Titulos Publicos;AR0071678673;Títulos Públicos;BOND;Gobierno Nacional
TJ6X;T30J6;ARS;GO;X;especial;;False;Titulos Publicos;AR0071678673;Títulos Públicos;BOND;Gobierno Nacional
TJ6Y;T30J6;MEP;GO;Y;especial;;False;Titulos Publicos;AR0071678673;Títulos Públicos;BOND;Gobierno Nacional
TJ6Z;T30J6;cable;GO;Z;especial;;False;Titulos Publicos;AR0071678673;Títulos Públicos;BOND;Gobierno Nacional
TJ7D;T30J7;MEP;GO;D;primary;;True;Titulos Publicos;AR0987861058;Títulos Públicos;BOND;Gobierno Nacional
TJ7X;T30J7;ARS;GO;X;especial;;False;Titulos Publicos;AR0987861058;Títulos Públicos;BOND;Gobierno Nacional
TJ7Y;T30J7;MEP;GO;Y;especial;;False;Titulos Publicos;AR0987861058;Títulos Públicos;BOND;Gobierno Nacional
TJ7Z;T30J7;cable;GO;Z;especial;;False;Titulos Publicos;AR0987861058;Títulos Públicos;BOND;Gobierno Nacional
TMF27;TMF27;ARS;GO;7;primary;;True;Titulos Publicos;AR0466764872;Títulos Públicos;BOND;Gobierno Nacional
TMF28;TMF28;ARS;GO;8;primary;;True;Titulos Publicos;AR0895380514;Títulos Públicos;BOND;Gobierno Nacional
TMF7X;TMF27;ARS;GO;X;especial;;False;Titulos Publicos;AR0466764872;Títulos Públicos;BOND;Gobierno Nacional
TMF7Y;TMF27;MEP;GO;Y;especial;;False;Titulos Publicos;AR0466764872;Títulos Públicos;BOND;Gobierno Nacional
TMF7Z;TMF27;cable;GO;Z;especial;;False;Titulos Publicos;AR0466764872;Títulos Públicos;BOND;Gobierno Nacional
TMF8X;TMF28;ARS;GO;X;especial;;False;Titulos Publicos;AR0895380514;Títulos Públicos;BOND;Gobierno Nacional
TMF8Z;TMF28;cable;GO;Z;especial;;False;Titulos Publicos;AR0895380514;Títulos Públicos;BOND;Gobierno Nacional
TMG27;TMG27;ARS;GO;7;primary;;True;Titulos Publicos;AR0845182473;Títulos Públicos;BOND;Gobierno Nacional
TMG28;TMG28;ARS;GO;8;primary;;True;Titulos Publicos;AR0175438917;Títulos Públicos;BOND;Gobierno Nacional
TMG8D;TMG28;MEP;GO;D;primary;;True;Titulos Publicos;AR0175438917;Títulos Públicos;BOND;Gobierno Nacional
TMG8X;TMG28;ARS;GO;X;especial;;False;Titulos Publicos;AR0175438917;Títulos Públicos;BOND;Gobierno Nacional
TO26;TO26;ARS;GO;6;primary;;True;Titulos Publicos;ARARGE4502K0;Títulos Públicos;BOND;Gobierno Nacional
TO26D;TO26;MEP;GO;D;primary;;True;Titulos Publicos;ARARGE4502K0;Títulos Públicos;BOND;Gobierno Nacional
TO26X;TO26;ARS;GO;X;especial;;False;Titulos Publicos;ARARGE4502K0;Títulos Públicos;BOND;Gobierno Nacional
TO26Y;TO26;MEP;GO;Y;especial;;False;Titulos Publicos;ARARGE4502K0;Títulos Públicos;BOND;Gobierno Nacional
TO26Z;TO26;cable;GO;Z;especial;;False;Titulos Publicos;ARARGE4502K0;Títulos Públicos;BOND;Gobierno Nacional
